anexo,descricao_tabela,porte,potencial_poluidor,tlp_ufar,tli_ufar,tlo_ufar,fonte,tlp_upfs,tli_upfs,tlo_upfs
ANEXOXLIV,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM87doANEXOI",Excepcional,Médio,6.0,45.0,57.0,Ariquemes Lei 2.349/2019 (Anexos),,,
ANEXOXLIV,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM87doANEXOI",Excepcional,Alto,11.0,57.0,80.0,Ariquemes Lei 2.349/2019 (Anexos),,,
ANEXOXLVI,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM90.2doANEXOI",Mínimo,Baixo,6.0,9.0,11.0,Ariquemes Lei 2.349/2019 (Anexos),,,
ANEXOXLVI,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM90.2doANEXOI",Pequeno,Baixo,11.0,17.0,34.0,Ariquemes Lei 2.349/2019 (Anexos),,,
ANEXOXLVI,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM90.2doANEXOI",Pequeno,Médio,11.0,23.0,57.0,Ariquemes Lei 2.349/2019 (Anexos),,,
ANEXOXLVI,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM90.2doANEXOI",Grande,Baixo,11.0,28.0,80.0,Ariquemes Lei 2.349/2019 (Anexos),,,
ANEXOXLVI,"TabeladevaloresdaTLP,TLIeTLOdoempreendimentodescritonoITEM90.2doANEXOI",Excepcional,Baixo,17.0,46.0,114.0,Ariquemes Lei 2.349/2019 (Anexos),,,
ANEXO III,"Tabela de valores da TLP, TLI e TLO das atividades e empreendimentos descritos nos ITEM 1. 1",Mínimo,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,10.0,10.0
ANEXO III,"Tabela de valores da TLP, TLI e TLO das atividades e empreendimentos descritos nos ITEM 1. 1",Pequeno,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),15.0,15.0,15.0
ANEXO III,"Tabela de valores da TLP, TLI e TLO das atividades e empreendimentos descritos nos ITEM 1. 1",Pequeno,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),20.0,20.0,20.0
ANEXO III,"Tabela de valores da TLP, TLI e TLO das atividades e empreendimentos descritos nos ITEM 1. 1",Grande,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),25.0,25.0,25.0
ANEXO III,"Tabela de valores da TLP, TLI e TLO das atividades e empreendimentos descritos nos ITEM 1. 1",Excepcional,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),30.0,30.0,30.0
ANEXO VII,"Tabela de valores da TLP, TLI E TLO das atividades e empreendimentos descritos no item 4.1 do ANEXO I",-,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,15.0,50.0
ANEXO VII,"Tabela de valores da TLP, TLI E TLO das atividades e empreendimentos descritos no item 4.1 do ANEXO I",Mínimo,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),20.0,30.0,30.0
ANEXO VII,"Tabela de valores da TLP, TLI E TLO das atividades e empreendimentos descritos no item 4.1 do ANEXO I",Pequeno,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),30.0,60.0,60.0
ANEXO VII,"Tabela de valores da TLP, TLI E TLO das atividades e empreendimentos descritos no item 4.1 do ANEXO I",Pequeno,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),40.0,90.0,90.0
ANEXO VII,"Tabela de valores da TLP, TLI E TLO das atividades e empreendimentos descritos no item 4.1 do ANEXO I",Grande,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),50.0,100.0,120.0
ANEXO VII,"Tabela de valores da TLP, TLI E TLO das atividades e empreendimentos descritos no item 4.1 do ANEXO I",Excepcional,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),60.0,120.0,150.0
ANEXO VIII,"Tabela de valores da TLP, TLI E TLO das atividades e empreendimentos descritos nos itens 4.2, 4.4, 4 .7 DO ANEXO I",Mínimo,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),15.0,25.0,25.0
ANEXO VIII,"Tabela de valores da TLP, TLI E TLO das atividades e empreendimentos descritos nos itens 4.2, 4.4, 4 .7 DO ANEXO I",Pequeno,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),25.0,50.0,50.0
ANEXO VIII,"Tabela de valores da TLP, TLI E TLO das atividades e empreendimentos descritos nos itens 4.2, 4.4, 4 .7 DO ANEXO I",Pequeno,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),35.0,70.0,70.0
ANEXO VIII,"Tabela de valores da TLP, TLI E TLO das atividades e empreendimentos descritos nos itens 4.2, 4.4, 4 .7 DO ANEXO I",Grande,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),40.0,80.0,100.0
ANEXO VIII,"Tabela de valores da TLP, TLI E TLO das atividades e empreendimentos descritos nos itens 4.2, 4.4, 4 .7 DO ANEXO I",Excepcional,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),50.0,100.0,120.0
ANEXO IX,"Tabela de valores da TLP, TLI E TLO das atividades e empreendimentos descritos no item 5.1 DO A NEXO I",Mínimo,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),30.0,35.0,40.0
ANEXO IX,"Tabela de valores da TLP, TLI E TLO das atividades e empreendimentos descritos no item 5.1 DO A NEXO I",Pequeno,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),35.0,40.0,45.0
ANEXO IX,"Tabela de valores da TLP, TLI E TLO das atividades e empreendimentos descritos no item 5.1 DO A NEXO I",Pequeno,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),40.0,45.0,50.0
ANEXO IX,"Tabela de valores da TLP, TLI E TLO das atividades e empreendimentos descritos no item 5.1 DO A NEXO I",Grande,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),45.0,50.0,55.0
ANEXO IX,"Tabela de valores da TLP, TLI E TLO das atividades e empreendimentos descritos no item 5.1 DO A NEXO I",Excepcional,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),60.0,80.0,90.0
ANEXO X,"Tabela de valores da TLP, TLI E TLO d as atividades e empreendimentos descritos no item 5.2 E 5.4 DO ANEXO I",Mínimo,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),30.0,60.0,60.0
ANEXO X,"Tabela de valores da TLP, TLI E TLO d as atividades e empreendimentos descritos no item 5.2 E 5.4 DO ANEXO I",Pequeno,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),40.0,90.0,90.0
ANEXO X,"Tabela de valores da TLP, TLI E TLO d as atividades e empreendimentos descritos no item 5.2 E 5.4 DO ANEXO I",Pequeno,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),50.0,100.0,120.0
ANEXO X,"Tabela de valores da TLP, TLI E TLO d as atividades e empreendimentos descritos no item 5.2 E 5.4 DO ANEXO I",Grande,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),60.0,120.0,150.0
ANEXO X,"Tabela de valores da TLP, TLI E TLO d as atividades e empreendimentos descritos no item 5.2 E 5.4 DO ANEXO I",Excepcional,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),90.0,150.0,180.0
ANEXO XI,"Tabela de valores da TLP, TLI E TLO das atividades e empreendimentos descritos no item 5.3 DO ANEXO I",Mínimo,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),25.0,30.0,35.0
ANEXO XI,"Tabela de valores da TLP, TLI E TLO das atividades e empreendimentos descritos no item 5.3 DO ANEXO I",Pequeno,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),30.0,35.0,40.0
ANEXO XI,"Tabela de valores da TLP, TLI E TLO das atividades e empreendimentos descritos no item 5.3 DO ANEXO I",Pequeno,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),35.0,40.0,45.0
ANEXO XI,"Tabela de valores da TLP, TLI E TLO das atividades e empreendimentos descritos no item 5.3 DO ANEXO I",Pequeno,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),40.0,50.0,60.0
ANEXO XI,"Tabela de valores da TLP, TLI E TLO das atividades e empreendimentos descritos no item 5.3 DO ANEXO I",Excepcional,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),50.0,60.0,80.0
ANEXO XI,"Tabela de valores da TLP, TLI e TLO  das atividades e empreendim entos descritos nos ITEM  6.1 do",-,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,35.0,45.0
ANEXO XI,"Tabela de valores da TLP, TLI e TLO  das atividades e empreendim entos descritos nos ITEM  6.1 do",Pequeno,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,50.0,80.0
ANEXO XI,"Tabela de valores da TLP, TLI e TLO  das atividades e empreendim entos descritos nos ITEM  6.1 do",Pequeno,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,120.0,220.0
ANEXO XI,"Tabela de valores da TLP, TLI e TLO  das atividades e empreendim entos descritos nos ITEM  6.1 do",Grande,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,200.0,300.0
ANEXO XV,"Tabela de valores da TLP, TLI e TLO das atividades e empreendimentos descritos no",-,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,20.0,40.0
ANEXO XV,"Tabela de valores da TLP, TLI e TLO das atividades e empreendimentos descritos no",Pequeno,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,25.0,60.0
ANEXO XV,"Tabela de valores da TLP, TLI e TLO das atividades e empreendimentos descritos no",Pequeno,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,35.0,100.0
ANEXO XV,"Tabela de valores da TLP, TLI e TLO das atividades e empreendimentos descritos no",Grande,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,60.0,150.0
ANEXO XV,"Tabela de valores da TLP, TLI e TLO das atividades e empreendimentos descritos no",Excepcional,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,90.0,250.0
ANEXO XVI,"Tabela de valores da TLP, TLI e TLO das atividades e empreendimentos descritos",Mínimo,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,12.0,12.0
ANEXO XVI,"Tabela de valores da TLP, TLI e TLO das atividades e empreendimentos descritos",Pequeno,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),15.0,25.0,40.0
ANEXO XVI,"Tabela de valores da TLP, TLI e TLO das atividades e empreendimentos descritos",Pequeno,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),20.0,50.0,150.0
ANEXO XVI,"Tabela de valores da TLP, TLI e TLO das atividades e empreendimentos descritos",Grande,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),30.0,100.0,300.0
ANEXO  XVII,"Tabela de valores da TLP, TLI e TLO das atividades e em preendim entos descritos no ITEM  18 do ANEXO I",Médio,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,40.0,80.0
ANEXO  XVII,"Tabela de valores da TLP, TLI e TLO das atividades e em preendim entos descritos no ITEM  18 do ANEXO I",Pequeno,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,20.0,60.0
ANEXO  XVII,"Tabela de valores da TLP, TLI e TLO das atividades e em preendim entos descritos no ITEM  18 do ANEXO I",Pequeno,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,60.0,120.0
ANEXO  XVII,"Tabela de valores da TLP, TLI e TLO das atividades e em preendim entos descritos no ITEM  18 do ANEXO I",Pequeno,Baixo,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,25.0,50.0
ANEXO  XVII,"Tabela de valores da TLP, TLI e TLO das atividades e em preendim entos descritos no ITEM  18 do ANEXO I",Pequeno,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,45.0,120.0
ANEXO  XVII,"Tabela de valores da TLP, TLI e TLO das atividades e em preendim entos descritos no ITEM  18 do ANEXO I",Pequeno,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,80.0,170.0
ANEXO  XVII,"Tabela de valores da TLP, TLI e TLO das atividades e em preendim entos descritos no ITEM  18 do ANEXO I",Grande,Baixo,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,35.0,100.0
ANEXO  XVII,"Tabela de valores da TLP, TLI e TLO das atividades e em preendim entos descritos no ITEM  18 do ANEXO I",Grande,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,60.0,180.0
ANEXO  XVII,"Tabela de valores da TLP, TLI e TLO das atividades e em preendim entos descritos no ITEM  18 do ANEXO I",Grande,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,100.0,230.0
ANEXO  XVII,"Tabela de valores da TLP, TLI e TLO das atividades e em preendim entos descritos no ITEM  18 do ANEXO I",Excepcional,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,150.0,300.0
ANEXO XVIII,"Tabela de valores da TLP, TLI e TLO das atividades e empreendimentos descritos nos ITEM 19 do ANEXO I.",Mínimo,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),2.0,5.0,8.0
ANEXO XVIII,"Tabela de valores da TLP, TLI e TLO das atividades e empreendimentos descritos nos ITEM 19 do ANEXO I.",Pequeno,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),5.0,7.0,15.0
ANEXO XVIII,"Tabela de valores da TLP, TLI e TLO das atividades e empreendimentos descritos nos ITEM 19 do ANEXO I.",Pequeno,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,15.0,40.0
ANEXO XVIII,"Tabela de valores da TLP, TLI e TLO das atividades e empreendimentos descritos nos ITEM 19 do ANEXO I.",Grande,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,20.0,60.0
ANEXO XVIII,"Tabela de valores da TLP, TLI e TLO das atividades e empreendimentos descritos nos ITEM 19 do ANEXO I.",Excepcional,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,25.0,100.0
ANEXO XXI,"Tabela de valores da TLP, TLI e  TLO dos empreendimentos descritos nos",Pequeno,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,10.0,10.0
ANEXO XXI,"Tabela de valores da TLP, TLI e  TLO dos empreendimentos descritos nos",Pequeno,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),15.0,15.0,15.0
ANEXO XXI,"Tabela de valores da TLP, TLI e  TLO dos empreendimentos descritos nos",Grande,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),30.0,30.0,30.0
ANEXO XXI,"Tabela de valores da TLP, TLI e  TLO dos empreendimentos descritos nos",Grande,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),50.0,50.0,50.0
ANEXO  XXIV,"Tabela de valores da TLP, TLI e TLO dos empreendimentos descritos no ITEM N. 76.8 do ANEXO I",Mínimo,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),30.0,125.0,125.0
ANEXO  XXIV,"Tabela de valores da TLP, TLI e TLO dos empreendimentos descritos no ITEM N. 76.8 do ANEXO I",Pequeno,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),60.0,160.0,160.0
ANEXO  XXIV,"Tabela de valores da TLP, TLI e TLO dos empreendimentos descritos no ITEM N. 76.8 do ANEXO I",Grande,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),150.0,380.0,1100.0
ANEXO XXVII,"Tabela de valores da TLP, TLI e TLO do empreendimento descritos nos",Mínimo,Baixo,,,,Estado RO Lei 3.941/2016 (SEDAM),5.0,5.0,5.0
ANEXO XXVII,"Tabela de valores da TLP, TLI e TLO do empreendimento descritos nos",Mínimo,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,10.0,25.0
ANEXO XXVII,"Tabela de valores da TLP, TLI e TLO do empreendimento descritos nos",Mínimo,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,15.0,40.0
ANEXO XXVII,"Tabela de valores da TLP, TLI e TLO do empreendimento descritos nos",Pequeno,Baixo,,,,Estado RO Lei 3.941/2016 (SEDAM),8.0,8.0,8.0
ANEXO XXVII,"Tabela de valores da TLP, TLI e TLO do empreendimento descritos nos",Pequeno,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,15.0,30.0
ANEXO XXVII,"Tabela de valores da TLP, TLI e TLO do empreendimento descritos nos",Pequeno,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,30.0,60.0
ANEXO XXVII,"Tabela de valores da TLP, TLI e TLO do empreendimento descritos nos",Pequeno,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,25.0,25.0
ANEXO XXVII,"Tabela de valores da TLP, TLI e TLO do empreendimento descritos nos",Pequeno,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,25.0,40.0
ANEXO XXVII,"Tabela de valores da TLP, TLI e TLO do empreendimento descritos nos",Pequeno,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,45.0,90.0
ANEXO XXVII,"Tabela de valores da TLP, TLI e TLO do empreendimento descritos nos",Grande,Baixo,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,35.0,35.0
ANEXO XXVII,"Tabela de valores da TLP, TLI e TLO do empreendimento descritos nos",Grande,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,35.0,50.0
ANEXO XXVII,"Tabela de valores da TLP, TLI e TLO do empreendimento descritos nos",Grande,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,60.0,120.0
ANEXO XXVII,"Tabela de valores da TLP, TLI e TLO do empreendimento descritos nos",Excepcional,Baixo,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,55.0,55.0
ANEXO XXVII,"Tabela de valores da TLP, TLI e TLO do empreendimento descritos nos",Excepcional,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,45.0,100.0
ANEXO XXVII,"Tabela de valores da TLP, TLI e TLO do empreendimento descritos nos",Excepcional,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,90.0,140.0
ANEXO XXVIII,"Tabela de valores da TLP, TLI e TLO do empreendimento descrito no ITEM 77.1  do ANEXO I",-,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),100.0,100.0,120.0
ANEXO XXXII,"Tabela de valores da TLP, TLI e TLO do empreendimento descrito no ITEM 79  do ANEXO I",Mínimo,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),80.0,125.0,300.0
ANEXO  XXXVIII,"Tabela de valores da TLP, TLI e TLO  do empreendimento descrito no ITEM  79.11 do ANEXO  I",Pequeno,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),30.0,40.0,1.0
ANEXO  XXXVIII,"Tabela de valores da TLP, TLI e TLO  do empreendimento descrito no ITEM  79.11 do ANEXO  I",Pequeno,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),40.0,50.0,1.0
ANEXO  XXXVIII,"Tabela de valores da TLP, TLI e TLO  do empreendimento descrito no ITEM  79.11 do ANEXO  I",Grande,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),50.0,60.0,1.0
ANEXO  XXXVIII,"Tabela de valores da TLP, TLI e TLO  do empreendimento descrito no ITEM  79.11 do ANEXO  I",Grande,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),60.0,70.0,1.0
ANEXO XXXIX,"Tabela de valores da TLP, TLI eTLO do empreendimento descrito",Médio,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),15.0,45.0,45.0
ANEXO XXXIX,"Tabela de valores da TLP, TLI eTLO do empreendimento descrito",Pequeno,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),30.0,60.0,75.0
ANEXO XXXIX,"Tabela de valores da TLP, TLI eTLO do empreendimento descrito",Pequeno,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),45.0,100.0,120.0
ANEXO XXXIX,"Tabela de valores da TLP, TLI eTLO do empreendimento descrito",Grande,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),100.0,160.0,380.0
ANEXO XXXIX,"Tabela de valores da TLP, TLI eTLO do empreendimento descrito",Grande,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),150.0,270.0,620.0
ANEXO XL,"Tabela de valores da TLP, TLI eTLO do empreendimento descrito no ite m 81.9  do ANEXO I",Pequeno,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),5.0,10.0,15.0
ANEXO XL,"Tabela de valores da TLP, TLI eTLO do empreendimento descrito no ite m 81.9  do ANEXO I",Pequeno,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,15.0,30.0
ANEXO XL,"Tabela de valores da TLP, TLI eTLO do empreendimento descrito no ite m 81.9  do ANEXO I",Grande,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,30.0,60.0
ANEXO XL,"Tabela de valores da TLP, TLI eTLO do empreendimento descrito no ite m 81.9  do ANEXO I",Grande,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,40.0,100.0
ANEXO XLI,"Tabela de valores da TLP, TLI eTLO do empreendimento descrito no item 81.10  do ANEXO I",Mínimo,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,40.0,100.0
ANEXO XLI,"Tabela de valores da TLP, TLI eTLO do empreendimento descrito no item 81.10  do ANEXO I",Pequeno,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,50.0,130.0
ANEXO XLI,"Tabela de valores da TLP, TLI eTLO do empreendimento descrito no item 81.10  do ANEXO I",Pequeno,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,60.0,160.0
ANEXO XLI,"Tabela de valores da TLP, TLI eTLO do empreendimento descrito no item 81.10  do ANEXO I",Grande,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,70.0,190.0
ANEXO XLI,"Tabela de valores da TLP, TLI eTLO do empreendimento descrito no item 81.10  do ANEXO I",Grande,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,80.0,220.0
ANEXO XLII,"Tabela de valores da TLP, TLI e TLO do empreendimento descrito no ITEM 85 do ANEXO I",Mínimo,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),20.0,40.0,150.0
ANEXO  XLIII,"Tabela de valores da TLP, TLI e TLO  do em preendim ento descrito no ITEM  86 do ANEXO  I",Pequeno,Baixo,,,,Estado RO Lei 3.941/2016 (SEDAM),30.0,30.0,30.0
ANEXO  XLIII,"Tabela de valores da TLP, TLI e TLO  do em preendim ento descrito no ITEM  86 do ANEXO  I",Excepcional,Baixo,,,,Estado RO Lei 3.941/2016 (SEDAM),60.0,60.0,60.0
ANEXO XLIV,"Tabela de valores da TLP, TLI e  TLO do em preendimento descrito no ITEM  87 do ANEXO I",Médio,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,10.0,30.0
ANEXO XLIV,"Tabela de valores da TLP, TLI e  TLO do em preendimento descrito no ITEM  87 do ANEXO I",Pequeno,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),5.0,10.0,20.0
ANEXO XLIV,"Tabela de valores da TLP, TLI e  TLO do em preendimento descrito no ITEM  87 do ANEXO I",Pequeno,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,20.0,40.0
ANEXO XLIV,"Tabela de valores da TLP, TLI e  TLO do em preendimento descrito no ITEM  87 do ANEXO I",Pequeno,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),5.0,20.0,30.0
ANEXO XLIV,"Tabela de valores da TLP, TLI e  TLO do em preendimento descrito no ITEM  87 do ANEXO I",Pequeno,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,30.0,50.0
ANEXO XLIV,"Tabela de valores da TLP, TLI e  TLO do em preendimento descrito no ITEM  87 do ANEXO I",Grande,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),5.0,30.0,40.0
ANEXO XLIV,"Tabela de valores da TLP, TLI e  TLO do em preendimento descrito no ITEM  87 do ANEXO I",Grande,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,40.0,60.0
ANEXO XLIV,"Tabela de valores da TLP, TLI e  TLO do em preendimento descrito no ITEM  87 do ANEXO I",Excepcional,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),5.0,40.0,50.0
ANEXO XLIV,"Tabela de valores da TLP, TLI e  TLO do em preendimento descrito no ITEM  87 do ANEXO I",Excepcional,Alto,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,50.0,70.0
ANEXO XLVI,"Tabela de valores da TLP, TLI e TLO do empreendimento descrito no ITEM 90.2 do ANEXO I",Mínimo,Baixo,,,,Estado RO Lei 3.941/2016 (SEDAM),5.0,8.0,10.0
ANEXO XLVI,"Tabela de valores da TLP, TLI e TLO do empreendimento descrito no ITEM 90.2 do ANEXO I",Pequeno,Baixo,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,15.0,30.0
ANEXO XLVI,"Tabela de valores da TLP, TLI e TLO do empreendimento descrito no ITEM 90.2 do ANEXO I",Pequeno,Médio,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,20.0,50.0
ANEXO XLVI,"Tabela de valores da TLP, TLI e TLO do empreendimento descrito no ITEM 90.2 do ANEXO I",Grande,Baixo,,,,Estado RO Lei 3.941/2016 (SEDAM),10.0,25.0,70.0
ANEXO XLVI,"Tabela de valores da TLP, TLI e TLO do empreendimento descrito no ITEM 90.2 do ANEXO I",Excepcional,Baixo,,,,Estado RO Lei 3.941/2016 (SEDAM),15.0,40.0,100.0
